id,ref,subject,description,sprint_id,sprint,sprint_estimated_start,sprint_estimated_finish,owner,owner_full_name,assigned_to,assigned_to_full_name,assigned_users,assigned_users_full_name,status,is_closed,swimlane,developer-37-points,total-points,backlog_order,sprint_order,kanban_order,created_date,modified_date,finish_date,client_requirement,team_requirement,attachments,generated_from_issue,generated_from_task,from_task_ref,external_reference,tasks,tags,watchers,voters,due_date,due_date_reason,Business Value
3929876,1,"As a developer, I want to integrate Codiga code quality tool into Github repository, so that I can monitor the code quality",,314115,Sprint 1,2022-03-28,2022-04-02,Lorrr,Lor Worwag,,,,,In progress,True,,3.0,3.0,1648422369555745,1,1648576886957541,2022-03-27 23:06:09.587269+00:00,2022-03-29 18:01:26.965863+00:00,2022-04-05 21:55:02.877230+00:00,False,False,0,,,,,7,,[],0,,,Medium
3929880,2,"As a developer, I want to research on API gateway tools, so that I can find a mature product to use for the overall API routing",,314115,Sprint 1,2022-03-28,2022-04-02,Lorrr,Lor Worwag,,,,,In progress,True,,8.0,8.0,1648422475335049,2,1648576894650586,2022-03-27 23:07:55.363077+00:00,2022-03-29 18:01:34.659298+00:00,2022-04-05 21:55:21.923920+00:00,False,False,0,,,,,"3,4,5",,[],0,,,Large
3929885,6,"As a developer, I want to have a final API gateway to use, and implement it, so that I can have a runnable API gateway ready to use",The tech-stacks for other teams will be updated as  and when they're received.,314115,Sprint 1,2022-03-28,2022-04-02,Lorrr,Lor Worwag,,,,,In progress,True,,5.0,5.0,1648423054315421,3,1648576902238885,2022-03-27 23:17:34.348255+00:00,2022-03-29 18:01:42.248376+00:00,2022-04-05 21:55:26.993490+00:00,False,False,0,,,,,"8,9,10",,[],0,,,Large
3941051,12,"As a developer, I want to make a auto pipeline, so that I can auto deploy the API gateway",,314820,Sprint 2,2022-04-05,2022-04-16,Lorrr,Lor Worwag,,,,,New,True,,5.0,5.0,1649195827519977,1,1649195827549981,2022-04-05 21:57:07.549990+00:00,2022-04-11 01:34:04.335085+00:00,2022-04-11 01:31:03.568735+00:00,False,False,0,,,,,"16,17",,[486052],0,,,Large
3941055,13,"As a documenter, I want to group all API endpoints from all microservices, so that I can have a wiki document to present all available services",,314820,Sprint 2,2022-04-05,2022-04-16,Lorrr,Lor Worwag,,,,,New,True,,3.0,3.0,1649196121109178,2,1649196121144640,2022-04-05 22:02:01.144660+00:00,2022-04-05 22:07:11.757261+00:00,2022-04-10 00:57:23.794610+00:00,False,False,0,,,,,18,,[],0,,,Large
3941056,14,"As a developer, I want to have an working API gateway routes the frontend to backend services, so that I can access and run the app",,314820,Sprint 2,2022-04-05,2022-04-16,Lorrr,Lor Worwag,,,,,New,True,,3.0,3.0,1649196349060951,3,1649196349089926,2022-04-05 22:05:49.089940+00:00,2022-04-05 22:07:46.807080+00:00,2022-04-15 03:17:49.333689+00:00,False,False,0,,,,,"19,22,24",,[],0,,,
3941057,15,"As a developer, I want to integrate Codiga in all teams, so that I can have code quality tool across organization",,314820,Sprint 2,2022-04-05,2022-04-16,Lorrr,Lor Worwag,,,,,New,True,,3.0,3.0,1649196397342684,4,1649196397368698,2022-04-05 22:06:37.368709+00:00,2022-04-05 22:06:37.390153+00:00,2022-04-13 16:44:07.019763+00:00,False,False,0,,,,,21,,[],0,,,Large
